timestamp,instance,cpu,memory,latency_ms,rps
1700000034.0,cache-service-1,0.0966,0.7009,2.2464,504.2042
1700000034.0,database-1,0.2565,0.6033,9.3824,277.4033
1700000034.0,frontend-1,0.1597,0.3934,12.0277,195.4574
1700000034.0,order-service-1,0.2705,0.5641,19.3957,179.2379
1700000034.0,payment-service-1,0.1848,0.45,17.942,168.6821
1700000035.0,cache-service-1,0.0969,0.6963,2.0732,478.3751
1700000035.0,database-1,0.2369,0.5953,9.4492,295.535
1700000035.0,frontend-1,0.1485,0.3884,11.8811,202.2432
1700000035.0,order-service-1,0.3282,0.521,22.6583,169.8593
1700000035.0,payment-service-1,0.1759,0.4401,19.6161,156.363
1700000036.0,cache-service-1,0.0886,0.6899,2.2013,499.2629
1700000036.0,database-1,0.2558,0.6014,8.991,305.5256
1700000036.0,frontend-1,0.1445,0.3984,13.0164,190.6647
1700000036.0,order-service-1,0.2863,0.5473,27.7209,177.0702
1700000036.0,payment-service-1,0.1983,0.4489,19.4114,155.6951
1700000037.0,cache-service-1,0.0982,0.6906,2.0776,503.2386
1700000037.0,database-1,0.2472,0.6053,7.289,305.5634
1700000037.0,frontend-1,0.1587,0.3961,11.1151,208.6617
1700000037.0,order-service-1,0.2848,0.5313,24.626,182.4259
1700000037.0,payment-service-1,0.2029,0.4471,17.8275,160.5244
1700000038.0,cache-service-1,0.1029,0.7024,2.2894,503.0643
1700000038.0,database-1,0.2481,0.6111,7.1676,300.6956
1700000038.0,frontend-1,0.1417,0.3941,10.2927,203.6447
1700000038.0,order-service-1,0.3048,0.5452,24.5603,182.7468
1700000038.0,payment-service-1,0.21,0.4392,14.2992,160.393
1700000039.0,cache-service-1,0.0953,0.6993,1.8472,519.5446
1700000039.0,database-1,0.2276,0.5974,8.0614,294.9028
1700000039.0,frontend-1,0.1475,0.4077,12.8668,199.7975
1700000039.0,order-service-1,0.3115,0.5341,24.9969,181.6593
1700000039.0,payment-service-1,0.1893,0.4414,17.9384,161.5869
1700000040.0,cache-service-1,0.1006,0.7057,2.079,503.4121
1700000040.0,database-1,0.2489,0.592,7.5855,300.4013
1700000040.0,frontend-1,0.1505,0.3965,10.5668,194.6011
1700000040.0,order-service-1,0.2903,0.5468,23.6946,181.8188
1700000040.0,payment-service-1,0.1986,0.4362,17.6056,161.021
1700000041.0,cache-service-1,0.1,0.7085,2.1167,514.8249
1700000041.0,database-1,0.2353,0.6218,7.1536,305.4452
1700000041.0,frontend-1,0.1422,0.4078,14.8471,203.1941
1700000041.0,order-service-1,0.3342,0.5371,21.7679,188.3421
1700000041.0,payment-service-1,0.1915,0.453,20.2841,172.7981
1700000042.0,cache-service-1,0.102,0.6926,2.1429,509.8395
1700000042.0,database-1,0.2603,0.6063,6.8335,281.2601
1700000042.0,frontend-1,0.1522,0.4017,12.4588,208.232
1700000042.0,order-service-1,0.317,0.5428,27.009,180.6665
1700000042.0,payment-service-1,0.1921,0.458,20.4118,155.3512
1700000043.0,cache-service-1,0.0976,0.6786,1.8798,490.6945
1700000043.0,database-1,0.2438,0.6033,7.9469,286.03
1700000043.0,frontend-1,0.1358,0.396,10.0867,203.1911
1700000043.0,order-service-1,0.312,0.551,23.8657,182.7196
1700000043.0,payment-service-1,0.1965,0.4527,16.6734,163.008
1700000044.0,cache-service-1,0.1053,0.6757,2.3403,508.1888
1700000044.0,database-1,0.2502,0.6028,8.246,311.8406
1700000044.0,frontend-1,0.1578,0.404,10.5586,204.0475
1700000044.0,order-service-1,0.2849,0.5508,21.9458,172.1052
1700000044.0,payment-service-1,0.1807,0.4487,16.6568,160.9877
1700000045.0,cache-service-1,0.1014,0.6885,2.2974,497.3296
1700000045.0,database-1,0.2503,0.6043,6.0383,293.5173
1700000045.0,frontend-1,0.1558,0.3893,12.0078,201.5137
1700000045.0,order-service-1,0.3063,0.531,23.0798,178.3403
1700000045.0,payment-service-1,0.1947,0.4633,18.7563,159.1588
1700000046.0,cache-service-1,0.1026,0.6954,1.7883,530.3673
1700000046.0,database-1,0.2587,0.6027,7.965,308.2812
1700000046.0,frontend-1,0.1421,0.3944,11.441,201.9093
1700000046.0,order-service-1,0.2864,0.5435,27.0344,186.6592
1700000046.0,payment-service-1,0.1994,0.4523,17.3265,148.257
1700000047.0,cache-service-1,0.0961,0.7156,2.2764,487.093
1700000047.0,database-1,0.2538,0.6074,8.2192,291.5398
1700000047.0,frontend-1,0.1418,0.401,12.1624,212.6966
1700000047.0,order-service-1,0.2926,0.5621,23.4549,173.4943
1700000047.0,payment-service-1,0.2033,0.4477,18.9638,164.5976
1700000048.0,cache-service-1,0.1047,0.7204,2.0089,498.9097
1700000048.0,database-1,0.2525,0.6265,8.3548,307.344
1700000048.0,frontend-1,0.1418,0.4072,11.8363,204.4558
1700000048.0,order-service-1,0.3137,0.5606,24.8469,183.8511
1700000048.0,payment-service-1,0.1891,0.4535,20.0772,158.7935
1700000049.0,cache-service-1,0.0989,0.7025,1.7806,504.6786
1700000049.0,database-1,0.2315,0.595,8.3417,288.1973
1700000049.0,frontend-1,0.1567,0.4015,9.9401,199.8642
1700000049.0,order-service-1,0.2914,0.5552,26.842,182.2796
1700000049.0,payment-service-1,0.193,0.4448,17.0025,159.1058
1700000050.0,cache-service-1,0.1045,0.7173,1.8761,498.3106
1700000050.0,database-1,0.2188,0.6039,6.8021,295.0164
1700000050.0,frontend-1,0.1433,0.3954,11.5044,195.9659
1700000050.0,order-service-1,0.3034,0.5568,24.0828,181.5209
1700000050.0,payment-service-1,0.182,0.4396,19.6789,159.6872
1700000051.0,cache-service-1,0.0983,0.6994,2.1973,493.0491
1700000051.0,database-1,0.2236,0.6044,8.7699,289.1209
1700000051.0,frontend-1,0.1505,0.3859,12.6537,196.7216
1700000051.0,order-service-1,0.2984,0.5454,25.8927,170.6793
1700000051.0,payment-service-1,0.2002,0.4544,16.1097,166.8153
1700000052.0,cache-service-1,0.1008,0.6984,2.0418,490.7718
1700000052.0,database-1,0.2433,0.5926,9.1608,306.5837
1700000052.0,frontend-1,0.1509,0.4005,12.946,198.3285
1700000052.0,order-service-1,0.3068,0.5465,25.9611,176.5874
1700000052.0,payment-service-1,0.2093,0.4478,17.2713,173.5029
1700000053.0,cache-service-1,0.1028,0.7071,1.9513,514.168
1700000053.0,database-1,0.2401,0.5946,6.8695,296.3953
1700000053.0,frontend-1,0.1558,0.4071,11.2413,187.9887
1700000053.0,order-service-1,0.2842,0.5466,25.0136,180.0294
1700000053.0,payment-service-1,0.1944,0.4528,22.1598,155.4685
1700000054.0,cache-service-1,0.1025,0.7025,2.0819,495.8871
1700000054.0,database-1,0.2603,0.5865,7.3374,294.6818
1700000054.0,frontend-1,0.1606,0.3898,12.1575,203.44
1700000054.0,order-service-1,0.2763,0.5355,23.0159,171.5759
1700000054.0,payment-service-1,0.2023,0.4612,17.5445,158.6852
1700000055.0,cache-service-1,0.0971,0.6746,1.9679,490.9607
1700000055.0,database-1,0.2431,0.5924,6.9084,288.7438
1700000055.0,frontend-1,0.1524,0.395,12.7955,191.9235
1700000055.0,order-service-1,0.2889,0.5449,25.5313,175.9119
1700000055.0,payment-service-1,0.1857,0.4489,17.1567,162.299
1700000056.0,cache-service-1,0.1091,0.7182,2.3909,475.5149
1700000056.0,database-1,0.2628,0.5997,8.9589,293.0643
1700000056.0,frontend-1,0.1463,0.3937,12.2524,206.6977
1700000056.0,order-service-1,0.2757,0.5499,23.1233,188.8931
1700000056.0,payment-service-1,0.2076,0.4825,14.8874,159.6591
1700000057.0,cache-service-1,0.1012,0.6947,2.3099,469.6708
1700000057.0,database-1,0.2468,0.6162,8.6911,298.117
1700000057.0,frontend-1,0.1577,0.389,13.7812,206.9898
1700000057.0,order-service-1,0.3162,0.5563,23.7133,185.4034
1700000057.0,payment-service-1,0.1939,0.4498,17.6751,165.0266
1700000058.0,cache-service-1,0.099,0.6913,2.27,513.7471
1700000058.0,database-1,0.2679,0.5906,7.2553,304.9031
1700000058.0,frontend-1,0.1533,0.3996,10.7453,207.0203
1700000058.0,order-service-1,0.3122,0.5591,22.2325,186.4437
1700000058.0,payment-service-1,0.188,0.4547,19.7884,159.5093
1700000059.0,cache-service-1,0.1009,0.6812,2.3052,492.214
1700000059.0,database-1,0.2215,0.6056,8.5398,303.9838
1700000059.0,frontend-1,0.1505,0.3926,9.9001,196.9064
1700000059.0,order-service-1,0.3034,0.5606,24.1573,185.5671
1700000059.0,payment-service-1,0.2012,0.4625,17.8787,159.2592
1700000060.0,cache-service-1,0.1037,0.6845,1.7865,513.1066
1700000060.0,database-1,0.2713,0.5827,8.9489,287.2574
1700000060.0,frontend-1,0.1414,0.4037,15.0269,208.5695
1700000060.0,order-service-1,0.2948,0.558,29.6935,187.2527
1700000060.0,payment-service-1,0.1919,0.44,17.6164,164.1068
1700000061.0,cache-service-1,0.0946,0.6958,2.0322,502.9011
1700000061.0,database-1,0.2592,0.5866,8.3389,303.3589
1700000061.0,frontend-1,0.1528,0.3964,12.918,193.0203
1700000061.0,order-service-1,0.3054,0.545,26.0041,173.9
1700000061.0,payment-service-1,0.2155,0.4616,17.3692,164.8681
1700000062.0,cache-service-1,0.1003,0.6804,1.8545,499.662
1700000062.0,database-1,0.2546,0.5833,7.7609,291.4385
1700000062.0,frontend-1,0.1523,0.4029,12.1292,198.2344
1700000062.0,order-service-1,0.3042,0.5577,25.7467,180.3446
1700000062.0,payment-service-1,0.1892,0.4609,16.7968,165.582
1700000063.0,cache-service-1,0.1034,0.6819,2.1507,503.7779
1700000063.0,database-1,0.258,0.597,7.4326,299.7882
1700000063.0,frontend-1,0.1491,0.404,12.5052,198.8858
1700000063.0,order-service-1,0.3035,0.5497,25.8922,181.4241
1700000063.0,payment-service-1,0.2084,0.4364,17.8903,161.7148
1700000064.0,cache-service-1,0.0979,0.7443,1.7273,480.4332
1700000064.0,database-1,0.276,0.6078,8.0525,294.5977
1700000064.0,frontend-1,0.1653,0.3945,10.7138,199.9561
1700000064.0,order-service-1,0.3114,0.5511,26.9874,175.0006
1700000064.0,payment-service-1,0.1967,0.4521,18.2517,153.6727
1700000065.0,cache-service-1,0.0948,0.696,1.8265,489.8201
1700000065.0,database-1,0.2715,0.6053,7.2977,289.8935
1700000065.0,frontend-1,0.1694,0.4132,11.5361,199.4593
1700000065.0,order-service-1,0.304,0.5544,27.2279,179.6941
1700000065.0,payment-service-1,0.2028,0.4646,17.7669,155.7933
1700000066.0,cache-service-1,0.0997,0.7097,2.1141,488.6088
1700000066.0,database-1,0.2345,0.5969,8.7015,298.5218
1700000066.0,frontend-1,0.159,0.3937,13.6351,201.3421
1700000066.0,order-service-1,0.2826,0.5497,27.2347,180.9243
1700000066.0,payment-service-1,0.1887,0.4427,16.2224,161.065
1700000067.0,cache-service-1,0.109,0.6934,2.1157,507.5495
1700000067.0,database-1,0.2309,0.5988,7.4518,282.2709
1700000067.0,frontend-1,0.1556,0.4072,11.5595,200.8635
1700000067.0,order-service-1,0.2939,0.5479,23.2534,194.1388
1700000067.0,payment-service-1,0.2068,0.4446,18.7199,162.1526
1700000068.0,cache-service-1,0.1047,0.7053,1.8078,499.0446
1700000068.0,database-1,0.253,0.5949,7.7876,301.5255
1700000068.0,frontend-1,0.158,0.4163,12.4129,200.4885
1700000068.0,order-service-1,0.2569,0.5329,31.4752,183.0241
1700000068.0,payment-service-1,0.1982,0.4811,18.5551,163.6779
1700000069.0,cache-service-1,0.0919,0.7191,1.8527,486.5099
1700000069.0,database-1,0.2636,0.62,7.7043,301.9075
1700000069.0,frontend-1,0.1451,0.3989,12.8468,207.123
1700000069.0,order-service-1,0.2836,0.567,25.3455,184.8021
1700000069.0,payment-service-1,0.1991,0.4419,19.8423,168.2541
1700000070.0,cache-service-1,0.1016,0.68,1.7166,494.8363
1700000070.0,database-1,0.2605,0.5876,7.5305,312.1678
1700000070.0,frontend-1,0.1454,0.4105,11.9283,186.247
1700000070.0,order-service-1,0.2744,0.5542,27.5763,179.8239
1700000070.0,payment-service-1,0.2128,0.4593,19.4598,162.6343
1700000071.0,cache-service-1,0.1038,0.7044,2.0229,508.1306
1700000071.0,database-1,0.234,0.6022,8.9065,287.4433
1700000071.0,frontend-1,0.1383,0.3931,11.3393,201.7504
1700000071.0,order-service-1,0.2981,0.5519,26.3089,195.6137
1700000071.0,payment-service-1,0.2212,0.4431,16.6493,168.661
1700000072.0,cache-service-1,0.1043,0.6877,1.7365,489.5418
1700000072.0,database-1,0.2679,0.5912,7.3865,304.2783
1700000072.0,frontend-1,0.1402,0.3818,11.7855,204.5127
1700000072.0,order-service-1,0.3098,0.546,24.2664,182.667
1700000072.0,payment-service-1,0.2073,0.4537,19.051,156.8556
1700000073.0,cache-service-1,0.1035,0.6921,1.946,513.0779
1700000073.0,database-1,0.2498,0.5999,6.9763,304.9587
1700000073.0,frontend-1,0.1559,0.3938,13.0647,204.9463
1700000073.0,order-service-1,0.3,0.5433,25.2903,174.4286
1700000073.0,payment-service-1,0.2093,0.4505,17.658,157.0066
1700000074.0,cache-service-1,0.0903,0.7152,1.8701,497.292
1700000074.0,database-1,0.2695,0.6156,6.9279,296.8006
1700000074.0,frontend-1,0.1495,0.3982,12.5268,200.9807
1700000074.0,order-service-1,0.292,0.5381,27.5437,183.7722
1700000074.0,payment-service-1,0.2,0.44,16.4202,158.254
1700000075.0,cache-service-1,0.0935,0.7051,1.9021,492.6575
1700000075.0,database-1,0.2535,0.5919,8.2247,315.2129
1700000075.0,frontend-1,0.1581,0.4002,11.908,201.9411
1700000075.0,order-service-1,0.2888,0.5542,23.4572,188.4775
1700000075.0,payment-service-1,0.2217,0.4487,17.0654,150.586
1700000076.0,cache-service-1,0.0935,0.6993,1.9382,508.2911
1700000076.0,database-1,0.2765,0.6016,8.8946,311.362
1700000076.0,frontend-1,0.1542,0.4108,11.2936,198.7248
1700000076.0,order-service-1,0.3031,0.5613,29.8857,177.0611
1700000076.0,payment-service-1,0.204,0.4436,16.5063,154.6214
1700000077.0,cache-service-1,0.0967,0.7019,2.173,500.4537
1700000077.0,database-1,0.2443,0.5899,7.55,283.1217
1700000077.0,frontend-1,0.1612,0.4078,10.2996,197.5304
1700000077.0,order-service-1,0.2774,0.551,25.3553,187.5535
1700000077.0,payment-service-1,0.1946,0.4459,20.6138,159.8929
1700000078.0,cache-service-1,0.0984,0.6859,1.9991,468.64
1700000078.0,database-1,0.2401,0.6047,7.5389,306.413
1700000078.0,frontend-1,0.1588,0.4105,13.1395,202.2517
1700000078.0,order-service-1,0.3219,0.5427,22.4705,186.6183
1700000078.0,payment-service-1,0.2029,0.4575,19.782,164.459
1700000079.0,cache-service-1,0.0941,0.6974,1.967,504.8388
1700000079.0,database-1,0.2738,0.5968,8.9894,308.5658
1700000079.0,frontend-1,0.1446,0.3981,12.263,199.5651
1700000079.0,order-service-1,0.2806,0.5548,24.2084,174.8795
1700000079.0,payment-service-1,0.1878,0.4457,19.5906,162.1749
1700000080.0,cache-service-1,0.098,0.7188,1.9223,487.6893
1700000080.0,database-1,0.2531,0.6037,7.7016,293.6122
1700000080.0,frontend-1,0.1465,0.4071,13.9257,198.4344
1700000080.0,order-service-1,0.2938,0.5453,28.2752,179.2605
1700000080.0,payment-service-1,0.2036,0.445,17.9637,158.5977
1700000081.0,cache-service-1,0.0947,0.7088,2.081,509.1395
1700000081.0,database-1,0.2564,0.6018,8.857,320.6543
1700000081.0,frontend-1,0.1423,0.3936,13.2828,209.6429
1700000081.0,order-service-1,0.3023,0.5408,24.7792,170.6116
1700000081.0,payment-service-1,0.2062,0.45,17.8092,153.082
1700000082.0,cache-service-1,0.1086,0.7054,1.8739,496.2266
1700000082.0,database-1,0.2248,0.5978,8.3448,306.6443
1700000082.0,frontend-1,0.1437,0.396,12.3625,203.4406
1700000082.0,order-service-1,0.3428,0.5471,24.4268,183.197
1700000082.0,payment-service-1,0.1939,0.4427,19.1041,159.2149
1700000083.0,cache-service-1,0.0976,0.6978,2.0622,482.5705
1700000083.0,database-1,0.2685,0.6097,8.7462,306.1245
1700000083.0,frontend-1,0.1632,0.3948,11.5099,198.6703
1700000083.0,order-service-1,0.3058,0.5491,25.2906,185.7659
1700000083.0,payment-service-1,0.1884,0.4579,18.0402,168.3556
1700000084.0,cache-service-1,0.099,0.7151,1.7057,497.0987
1700000084.0,database-1,0.2686,0.6121,7.4442,297.8447
1700000084.0,frontend-1,0.1483,0.3902,12.5191,202.1133
1700000084.0,order-service-1,0.3093,0.5512,23.0049,184.2901
1700000084.0,payment-service-1,0.2028,0.4606,19.4929,163.3048
1700000085.0,cache-service-1,0.0948,0.6858,1.7467,493.6693
1700000085.0,database-1,0.2508,0.5752,8.5689,283.4068
1700000085.0,frontend-1,0.1443,0.3978,11.055,191.3525
